cell	uniq_frags
early2cell-31	310173.000000
early2cell-310	113551.000000
early2cell-311	77170.000000
early2cell-312	45760.000000
early2cell-313	31126.000000
early2cell-314	112651.000000
early2cell-315	225420.000000
early2cell-316	178084.000000
early2cell-317	73546.000000
early2cell-318	197426.000000
early2cell-32	180896.000000
early2cell-33	159795.000000
early2cell-34	242448.000000
early2cell-35	201334.000000
early2cell-36	234835.000000
early2cell-37	200971.000000
early2cell-38	163122.000000
early2cell-39	255899.000000
early2cell-4	87502.000000
early2cell-40	107987.000000
early2cell-41	298299.000000
early2cell-42	212090.000000
early2cell-43	126236.000000
early2cell-44	200625.000000
early2cell-45	22549.000000
early2cell-46	18193.000000
early2cell-47	15511.000000
early2cell-48	25426.000000
early2cell-49	13198.000000
early2cell-5	60218.000000
early2cell-50	17321.000000
early2cell-51	9665.000000
early2cell-52	19939.000000
early2cell-53	15967.000000
early2cell-54	21548.000000
early2cell-55	20365.000000
early2cell-56	11141.000000
early2cell-57	17981.000000
early2cell-58	14763.000000
early2cell-59	16585.000000
early2cell-6	58087.000000
early2cell-60	13737.000000
early2cell-61	23644.000000
early2cell-62	12365.000000
early2cell-63	13740.000000
early2cell-64	15591.000000
early2cell-65	9503.000000
early2cell-66	18444.000000
early2cell-67	31409.000000
early2cell-68	41033.000000
early2cell-69	47135.000000
early2cell-7	97470.000000
early2cell-70	28629.000000
early2cell-71	30851.000000
early2cell-72	28953.000000
early2cell-73	27318.000000
early2cell-74	25216.000000
early2cell-75	27795.000000
early2cell-76	46118.000000
early2cell-77	14622.000000
early2cell-78	18949.000000
early2cell-79	39384.000000
early2cell-8	94525.000000
early2cell-80	45753.000000
early2cell-81	33914.000000
early2cell-82	36970.000000
early2cell-83	39699.000000
early2cell-84	57994.000000
early2cell-85	679.000000
early2cell-86	19756.000000
early2cell-87	15778.000000
early2cell-88	19722.000000
early2cell-89	19024.000000
early2cell-9	77052.000000
early2cell-90	16871.000000
early2cell-91	10008.000000
early2cell-92	8088.000000
early2cell-93	9288.000000
early2cell-94	14921.000000
early2cell-95	16231.000000
early2cell-96	13375.000000
early2cell-97	40344.000000
early2cell-98	15170.000000
early2cell-99	9815.000000
morula-1	35883.000000
morula-10	19900.000000
morula-100	95925.000000
morula-101	59147.000000
morula-102	17685.000000
morula-103	88570.000000
morula-11	38439.000000
morula-12	19977.000000
morula-13	28452.000000
morula-14	51849.000000
morula-15	74983.000000
morula-16	21429.000000
morula-17	87585.000000
morula-18	38981.000000
morula-19	19843.000000
morula-2	32312.000000
morula-20	40604.000000
morula-21	159900.000000
morula-22	30037.000000
morula-23	20727.000000
morula-24	24042.000000
morula-25	39152.000000
morula-26	22110.000000
morula-27	38395.000000
morula-28	38419.000000
morula-29	50764.000000
morula-3	61219.000000
morula-30	46191.000000
morula-31	76930.000000
morula-32	62262.000000
morula-33	47659.000000
morula-34	66013.000000
morula-35	75747.000000
morula-36	61987.000000
morula-37	66091.000000
morula-38	69530.000000
morula-39	25299.000000
morula-4	165040.000000
morula-40	65533.000000
morula-41	66650.000000
morula-42	33402.000000
morula-43	39955.000000
morula-44	39726.000000
morula-45	46172.000000
morula-46	70469.000000
morula-47	55584.000000
morula-48	62309.000000
morula-49	28262.000000
morula-5	114901.000000
morula-50	57254.000000
morula-51	45396.000000
morula-52	88322.000000
morula-53	92549.000000
morula-54	7581.000000
morula-55	39557.000000
morula-56	78525.000000
morula-57	82825.000000
morula-58	96734.000000
morula-59	70773.000000
morula-6	61459.000000
morula-60	68375.000000
morula-61	27470.000000
morula-62	62234.000000
morula-63	111967.000000
morula-64	95602.000000
morula-65	95328.000000
morula-66	83930.000000
morula-67	100164.000000
morula-68	91518.000000
morula-69	20840.000000
morula-7	295618.000000
morula-70	72814.000000
morula-71	13268.000000
morula-72	78275.000000
morula-73	74647.000000
morula-74	15513.000000
morula-75	69284.000000
morula-76	52976.000000
morula-77	59178.000000
morula-78	55931.000000
morula-79	86663.000000
morula-8	42433.000000
morula-80	1472.000000
morula-81	78499.000000
morula-82	49685.000000
morula-83	77731.000000
morula-84	56115.000000
morula-85	70334.000000
morula-86	49138.000000
morula-87	28851.000000
morula-88	86840.000000
morula-89	34886.000000
morula-9	137177.000000
morula-90	184092.000000
morula-91	68352.000000
morula-92	76657.000000
morula-93	40760.000000
morula-94	921.000000
morula-95	113871.000000
morula-96	52124.000000
morula-97	85026.000000
morula-98	65218.000000
morula-99	2375.000000
